dvcat,weight,dead,airbag,seatbelt,frontal,sex,ageOFocc,yearacc,yearVeh,abcat,occRole,deploy,caseid
10-24,1062.76399999857,alive,none,none,1,m,27,1999,1989.0,unavail,driver,0,75:20:1
10-24,1188.1559999883198,alive,none,belted,0,f,74,1998,1989.0,unavail,driver,0,43:55:2
10-24,18512.9909999371,alive,none,belted,0,m,34,1999,1989.0,unavail,driver,0,48:64:2
25-39,49.898999999743005,alive,none,belted,1,m,44,1999,1991.0,unavail,driver,0,82:105:1
10-24,2232.33899998665,alive,airbag,none,1,m,50,2000,1994.0,nodeploy,driver,0,81:116:1
10-24,121.859999999404,alive,airbag,belted,1,m,68,1999,1998.0,nodeploy,driver,0,2:7:1
55+,55.329999999608795,alive,none,belted,1,m,31,1997,1992.0,unavail,pass,0,43:223:1
25-39,14.625,alive,none,belted,0,m,17,2001,1989.0,unavail,driver,0,49:105:1
10-24,1041.32099999487,alive,none,belted,0,m,20,1998,1991.0,unavail,driver,0,74:120:1
40-54,52.226999999955304,alive,none,none,1,f,35,1999,1985.0,unavail,driver,0,11:170:1
10-24,9.025999999954369,alive,airbag,belted,1,f,30,2002,1993.0,deploy,driver,1,74:142:1
10-24,106.018999999389,alive,airbag,belted,1,f,51,2000,1998.0,deploy,driver,1,79:121:2
10-24,443.38299999758596,alive,none,none,1,m,79,2002,1989.0,unavail,driver,0,8:144:2
40-54,21.7269999999553,alive,airbag,none,0,f,51,2001,1992.0,deploy,driver,1,9:164:1
10-24,87.1349999997765,alive,none,belted,1,m,17,1997,1984.0,unavail,driver,0,13:93:1
25-39,309.195999998599,alive,airbag,none,0,m,20,1999,1998.0,deploy,driver,1,11:26:1
10-24,10.7609999999404,alive,airbag,belted,0,f,75,2001,1998.0,deploy,driver,1,49:20:1
25-39,12.1919999999227,alive,none,none,1,m,36,2001,1989.0,unavail,driver,0,79:9:1
25-39,59.4239999996498,alive,none,none,1,m,22,2000,1992.0,unavail,pass,0,43:203:1
25-39,37.4109999998473,dead,none,belted,1,m,79,2000,1993.0,unavail,pass,0,9:137:2
10-24,311.119999997318,alive,airbag,belted,0,f,18,2002,2000.0,nodeploy,driver,0,74:35:2
10-24,179.55799999833098,alive,airbag,belted,0,m,24,1999,1998.0,nodeploy,driver,0,72:35:1
10-24,41.5349999996834,alive,airbag,belted,1,m,17,2002,1999.0,nodeploy,driver,0,2:117:2
25-39,79.7589999996126,alive,none,belted,0,m,33,2002,1995.0,unavail,pass,0,13:137:1
25-39,11.737999999895699,alive,none,none,1,m,16,1999,1988.0,unavail,driver,0,49:219:1
10-24,26.895999999949698,alive,none,none,1,f,32,2001,1989.0,unavail,pass,0,12:51:1
25-39,99.99599999934429,alive,airbag,belted,0,f,53,1997,1996.0,nodeploy,driver,0,8:108:1
10-24,92.464999999851,alive,airbag,belted,1,f,29,2001,2000.0,nodeploy,driver,0,43:127:1
25-39,29.9399999999441,alive,airbag,belted,1,m,33,2002,2002.0,deploy,driver,1,50:95:2
10-24,47.17799999983979,alive,airbag,none,1,m,27,2000,1995.0,deploy,driver,1,75:72:2
10-24,385.512999996543,alive,airbag,none,0,f,53,2001,2000.0,nodeploy,driver,0,5:145:2
40-54,376.5,alive,none,belted,1,m,25,1998,1990.0,unavail,pass,0,73:6:1
40-54,90.74599999934429,alive,airbag,belted,0,f,18,2000,1996.0,deploy,driver,1,5:59:1
10-24,871.54999999702,alive,airbag,belted,1,m,22,2002,1995.0,deploy,driver,1,78:26:2
40-54,69.48399999924,alive,airbag,belted,0,m,39,2001,1995.0,nodeploy,driver,0,2:15:1
25-39,11.372999999905,alive,airbag,belted,1,m,45,2001,2000.0,deploy,driver,1,81:68:2
10-24,45.5749999997206,alive,airbag,belted,0,m,87,2001,1995.0,nodeploy,driver,0,78:78:1
1-9km/h,1784.15799999237,alive,none,belted,1,m,19,1997,1994.0,unavail,pass,0,75:101:2
40-54,1.6649999999936,alive,none,none,1,m,22,1997,1989.0,unavail,pass,0,79:197:1
25-39,210.705999998376,alive,airbag,none,1,m,19,2001,2000.0,nodeploy,driver,0,48:172:2
1-9km/h,1449.2589999884399,alive,airbag,belted,0,m,24,2000,1994.0,nodeploy,driver,0,81:73:2
10-24,1148.72299998999,alive,none,none,1,f,25,2002,1993.0,unavail,pass,0,82:101:2
10-24,6.420999999972991,alive,airbag,belted,0,m,49,2000,1994.0,nodeploy,driver,0,82:118:2
25-39,606.3759999945761,alive,airbag,none,1,m,17,1997,1996.0,deploy,driver,1,74:43:1
10-24,35.692999999970205,alive,none,none,1,f,23,1997,1985.0,unavail,driver,0,73:134:2
10-24,434.81699999794404,alive,airbag,belted,0,f,60,1998,1993.0,nodeploy,driver,0,9:7:2
10-24,48.026999999769004,alive,airbag,belted,1,f,31,2000,1999.0,nodeploy,pass,0,45:44:1
55+,3.9049999999988403,alive,none,none,1,m,37,1997,1991.0,unavail,driver,0,82:6:2
25-39,20.869999999878896,alive,airbag,none,0,f,81,1999,1992.0,deploy,driver,1,41:68:1
25-39,70.07799999974671,alive,airbag,none,0,m,23,2001,1998.0,nodeploy,driver,0,12:10:2
25-39,3.0279999999911498,alive,none,belted,1,f,44,1997,1980.0,unavail,driver,0,79:159:1
10-24,247.280999999493,alive,airbag,belted,1,f,24,2002,2000.0,deploy,driver,1,50:71:2
10-24,375.26699999719904,alive,none,belted,0,m,34,2002,1979.0,unavail,driver,0,43:1:1
25-39,245.54799999855499,alive,airbag,belted,1,m,33,1999,1998.0,deploy,driver,1,12:133:1
10-24,16.37099999981,alive,none,belted,1,f,30,2000,1992.0,unavail,driver,0,9:36:1
10-24,63.1239999998361,alive,none,belted,1,m,20,2000,1989.0,unavail,driver,0,8:50:1
40-54,306.714999999851,alive,airbag,belted,1,f,30,2000,1995.0,deploy,driver,1,48:64:2
10-24,688.087999999523,alive,none,belted,0,f,49,1997,1990.0,unavail,driver,0,12:159:1
10-24,6699.66399997473,alive,none,none,1,m,53,1997,1989.0,unavail,driver,0,12:120:1
10-24,20.550999999977602,alive,airbag,belted,0,f,41,1998,1997.0,nodeploy,driver,0,72:90:2
10-24,139.804999999702,alive,none,none,1,m,38,1997,1993.0,unavail,driver,0,45:111:1
10-24,1025.40199999511,alive,airbag,belted,0,m,45,2000,1997.0,nodeploy,driver,0,43:153:1
25-39,90.6739999996498,alive,airbag,belted,0,f,16,2001,2000.0,deploy,driver,1,43:200:1
10-24,42.468999999575296,alive,airbag,belted,0,f,51,2000,2000.0,nodeploy,driver,0,73:112:4
25-39,2893.5569999814,alive,airbag,belted,1,m,89,1999,1993.0,nodeploy,driver,0,8:188:1
10-24,544.9639999940989,alive,airbag,belted,1,f,35,2001,2000.0,nodeploy,driver,0,43:21:1
25-39,43.369999999646105,alive,airbag,belted,1,m,26,2000,2000.0,deploy,driver,1,9:56:1
10-24,200.270999999717,alive,airbag,belted,1,f,55,2000,1996.0,nodeploy,driver,0,5:81:2
10-24,80.8989999992773,alive,none,belted,1,m,47,2001,1982.0,unavail,driver,0,78:43:1
10-24,1745.5949999988097,alive,none,belted,1,f,37,1998,1985.0,unavail,driver,0,8:84:1
25-39,316.211999997497,alive,airbag,belted,1,m,24,2000,1995.0,deploy,driver,1,49:136:1
25-39,14.5949999999721,alive,none,none,0,m,20,1998,1997.0,unavail,driver,0,81:7:1
10-24,5363.93599998951,alive,none,belted,0,m,26,1999,1984.0,unavail,pass,0,75:85:2
25-39,29.300999999977602,alive,airbag,belted,0,f,18,2001,1999.0,deploy,driver,1,9:142:1
25-39,31.6419999999925,dead,airbag,belted,0,f,59,1997,1996.0,deploy,driver,1,12:145:1
10-24,382.76699999719904,alive,none,none,1,m,86,2002,1988.0,unavail,driver,0,3:77:2
25-39,0.0,alive,airbag,belted,1,f,75,1999,1999.0,deploy,driver,1,4:803:2
10-24,421.50999999791395,alive,none,belted,0,f,82,2000,1991.0,unavail,driver,0,48:59:1
40-54,66.9739999994636,alive,airbag,none,0,m,19,2001,2001.0,deploy,driver,1,9:139:1
10-24,1.0,alive,airbag,belted,1,f,20,2002,2001.0,deploy,pass,1,42:23:1
25-39,44.069999999832405,alive,airbag,belted,1,f,37,2000,1999.0,deploy,driver,1,81:53:2
10-24,5300.2689999938,alive,airbag,belted,0,m,31,1998,1997.0,nodeploy,driver,0,43:296:2
10-24,294.355999998748,alive,none,belted,1,m,61,1997,1983.0,unavail,driver,0,49:82:1
10-24,359.75999999791395,alive,none,belted,1,m,28,2001,1988.0,unavail,driver,0,48:188:1
10-24,81.4809999996796,alive,airbag,belted,0,f,57,2000,1999.0,nodeploy,driver,0,79:28:2
40-54,18.8949999997858,alive,airbag,belted,1,m,16,2002,1995.0,deploy,pass,1,81:30:1
10-24,202.752999998629,alive,none,none,0,f,59,1999,1985.0,unavail,driver,0,5:132:1
25-39,377.022999998182,alive,airbag,belted,0,m,21,2002,2001.0,deploy,driver,1,11:119:2
25-39,41.308999999892,dead,none,none,0,m,45,1999,1986.0,unavail,driver,0,9:13:1
40-54,54.030999999959,alive,airbag,belted,1,f,55,2000,1996.0,deploy,driver,1,11:187:1
10-24,92.4469999996945,alive,airbag,belted,1,f,16,1998,1995.0,deploy,pass,1,79:26:1
10-24,29.654999999795102,dead,none,none,1,m,19,1997,1989.0,unavail,driver,0,5:91:2
25-39,275.443999998271,alive,none,belted,0,m,49,1998,1993.0,unavail,driver,0,48:99:1
40-54,81.9959999993443,alive,none,none,1,m,19,1997,1994.0,unavail,pass,0,13:46:2
25-39,87.4099999992177,alive,none,none,1,m,60,2000,1995.0,unavail,pass,0,45:189:2
10-24,50.311999999918,alive,none,belted,1,m,66,1997,1987.0,unavail,pass,0,78:55:2
25-39,9.230999999912461,alive,airbag,belted,1,m,20,2002,2001.0,nodeploy,driver,0,74:52:2
10-24,607.207999996841,alive,none,belted,1,m,32,2000,1984.0,unavail,driver,0,13:164:2
25-39,42.2009999998845,alive,airbag,belted,0,m,78,2001,1999.0,nodeploy,driver,0,72:163:1
10-24,5.19399999995949,alive,none,belted,1,f,33,1997,1991.0,unavail,driver,0,82:102:2
10-24,6793.6289999485,alive,airbag,belted,0,m,18,1999,1990.0,nodeploy,driver,0,74:31:1
10-24,1776.5189999938,alive,none,belted,1,f,71,1998,1991.0,unavail,pass,0,45:33:2
40-54,91.42699999921021,alive,none,belted,0,m,18,1999,1990.0,unavail,driver,0,13:188:2
1-9km/h,2206.0109999775896,alive,airbag,belted,0,f,17,1999,1993.0,nodeploy,driver,0,75:39:1
40-54,29.375,alive,airbag,belted,1,f,16,2001,2000.0,deploy,pass,1,73:199:1
25-39,694.605999998748,alive,none,none,1,m,51,1998,1992.0,unavail,driver,0,8:99:1
25-39,10.030999999959,alive,none,belted,1,m,25,2001,1985.0,unavail,pass,0,82:7:2
10-24,46.835999999661,alive,airbag,belted,1,m,20,2001,2001.0,deploy,driver,1,49:270:2
40-54,81.5169999999925,alive,none,belted,1,m,73,1998,1994.0,unavail,driver,0,13:107:1
25-39,3.0279999999911498,alive,none,belted,1,m,22,1997,1986.0,unavail,driver,0,79:165:2
1-9km/h,483.460999999195,alive,airbag,belted,1,m,49,1998,1997.0,nodeploy,driver,0,13:41:1
25-39,57.7279999996535,alive,none,belted,0,m,30,2000,1990.0,unavail,driver,0,12:92:2
25-39,283.304999999702,alive,airbag,none,1,m,20,2000,2000.0,deploy,driver,1,5:18:1
25-39,1268.83599999547,alive,none,none,1,f,19,1998,1994.0,unavail,pass,0,73:78:2
25-39,19.6409999998286,alive,none,none,1,m,22,2000,1991.0,unavail,pass,0,74:205:2
10-24,72.17599999997759,alive,none,belted,0,m,31,2001,1984.0,unavail,driver,0,13:183:2
25-39,27.3429999998771,alive,airbag,belted,1,m,37,1999,1998.0,deploy,driver,1,9:146:1
25-39,316.570999998599,alive,none,belted,0,f,30,1998,1985.0,unavail,driver,0,13:79:1
10-24,46.7199999997392,alive,none,belted,1,f,18,1998,1988.0,unavail,pass,0,75:207:1
10-24,406.473999999464,alive,none,belted,1,m,28,1997,1988.0,unavail,pass,0,43:67:1
25-39,411.36599999666197,alive,airbag,belted,1,f,60,2002,2000.0,deploy,driver,1,8:190:2
10-24,889.427999995649,alive,airbag,belted,1,f,28,2001,1995.0,deploy,pass,1,73:122:1
25-39,9.23899999994319,alive,none,belted,1,m,31,2001,1994.0,unavail,driver,0,72:113:1
25-39,1176.58199998736,alive,none,belted,1,f,23,2002,1994.0,unavail,driver,0,45:204:2
10-24,56.281999999657295,alive,none,belted,0,f,19,1998,1980.0,unavail,driver,0,78:98:1
10-24,11.1479999999283,alive,airbag,belted,1,f,24,2002,1999.0,deploy,driver,1,50:64:2
10-24,808.575999997556,alive,airbag,belted,0,f,42,2000,1999.0,nodeploy,driver,0,43:211:2
25-39,168.29799999855499,alive,none,none,1,f,24,2000,1995.0,unavail,driver,0,75:1:1
10-24,278.559999998659,alive,none,belted,1,m,21,1998,1975.0,unavail,driver,0,75:75:1
10-24,552.4619999974971,alive,airbag,belted,1,f,27,2000,1997.0,nodeploy,driver,0,48:96:1
25-39,9.63099999993574,alive,airbag,belted,1,m,31,1998,1991.0,deploy,driver,1,82:104:1
10-24,528.947999998927,alive,none,belted,0,m,42,2000,1994.0,unavail,driver,0,43:206:1
10-24,1750.44899998605,alive,none,belted,1,m,34,2000,1993.0,unavail,driver,0,12:182:1
25-39,0.0,alive,airbag,belted,1,f,38,1997,1995.0,deploy,driver,1,72:501:1
25-39,207.44399999827098,alive,airbag,belted,0,f,69,1999,1993.0,nodeploy,pass,0,48:208:2
10-24,13256.953999996202,alive,none,belted,1,m,30,1999,1990.0,unavail,driver,0,75:1:1
40-54,52.4139999998733,alive,none,none,1,m,44,1998,1989.0,unavail,driver,0,43:88:2
10-24,81.5429999995977,alive,airbag,belted,0,m,46,2002,2002.0,nodeploy,driver,0,78:66:2
25-39,52.2399999997579,alive,none,none,1,m,18,1999,1981.0,unavail,driver,0,78:80:1
25-39,95.27399999927731,alive,none,belted,0,m,39,2000,1989.0,unavail,driver,0,13:220:1
10-24,175.35599999874802,alive,airbag,belted,1,m,37,1999,1996.0,deploy,driver,1,2:50:1
25-39,48.75399999972429,alive,airbag,belted,1,f,74,2000,1995.0,deploy,pass,1,2:94:1
40-54,53.186999999918,alive,airbag,belted,1,f,40,2001,1994.0,deploy,driver,1,11:39:1
10-24,166.802999999374,alive,airbag,belted,0,f,34,2001,1997.0,deploy,driver,1,78:139:2
10-24,7.58899999997811,alive,none,belted,1,f,26,2002,1994.0,unavail,driver,0,82:100:1
10-24,494.33099999651296,alive,none,none,1,f,21,1999,1991.0,unavail,pass,0,12:121:1
25-39,22.2529999997932,alive,none,belted,1,m,29,1999,1991.0,unavail,driver,0,79:108:1
10-24,502.211999997497,alive,airbag,belted,1,f,27,1999,1995.0,deploy,pass,1,78:75:2
10-24,685.8059999942781,alive,none,none,1,m,25,2000,1975.0,unavail,driver,0,12:67:2
10-24,204.90099999867402,alive,none,belted,0,f,32,2002,1990.0,unavail,driver,0,3:66:1
10-24,45.3879999998026,alive,airbag,belted,1,f,41,1999,1998.0,deploy,driver,1,12:11:1
1-9km/h,116.30799999926201,alive,airbag,belted,0,m,20,2002,1999.0,nodeploy,driver,0,11:49:1
10-24,56.89199999999251,alive,airbag,belted,0,m,65,1998,1998.0,nodeploy,driver,0,78:21:1
10-24,29.7569999999832,alive,none,belted,1,f,60,2000,1991.0,unavail,driver,0,12:137:1
10-24,431.113999996334,alive,airbag,belted,1,m,28,2001,1998.0,deploy,driver,1,13:56:2
10-24,113.445999999531,alive,none,none,1,f,63,1998,1992.0,unavail,pass,0,2:128:2
25-39,1700.94899998605,alive,airbag,belted,0,m,35,2000,1997.0,nodeploy,driver,0,11:133:2
25-39,100.318999999203,alive,none,belted,1,f,46,1999,1993.0,unavail,pass,0,8:183:1
25-39,93.4749999996275,alive,none,none,1,f,18,1997,1986.0,unavail,driver,0,13:81:2
25-39,13.935999999986999,alive,none,none,0,f,17,1998,1986.0,unavail,pass,0,72:53:1
40-54,122.29899999965001,alive,none,belted,1,f,18,1999,1990.0,unavail,driver,0,11:122:1
25-39,59.0779999997467,dead,none,none,1,m,20,1998,1994.0,unavail,driver,0,5:2:1
25-39,81.5169999999925,alive,airbag,none,1,f,35,1998,1995.0,deploy,pass,1,13:64:1
10-24,33.087999999988796,alive,airbag,none,0,m,50,2002,2000.0,deploy,driver,1,9:111:1
55+,21.742999999783898,dead,none,none,0,m,20,2002,1995.0,unavail,pass,0,6:149:1
10-24,5567.42999994755,alive,none,belted,0,f,56,2000,1989.0,unavail,pass,0,75:74:1
10-24,49.7779999999329,alive,none,belted,0,m,25,1998,1989.0,unavail,driver,0,45:159:1
10-24,6.59999999997672,alive,airbag,belted,1,m,28,1997,1994.0,deploy,driver,1,6:8:1
10-24,1931.16699999571,alive,none,belted,0,m,28,2002,1991.0,unavail,driver,0,11:105:1
10-24,245.54799999855499,alive,airbag,belted,1,f,62,1999,1996.0,deploy,driver,1,12:134:2
25-39,214.93399999849498,alive,airbag,belted,1,f,21,1998,1996.0,deploy,pass,1,43:295:2
40-54,184.59299999848,alive,none,none,1,m,42,1999,1984.0,unavail,driver,0,8:92:2
55+,52.6909999996424,alive,none,belted,1,m,18,1999,1994.0,unavail,driver,0,45:61:1
1-9km/h,116.30799999926201,alive,airbag,belted,0,m,19,2002,1999.0,nodeploy,pass,0,11:49:1
25-39,201.529999999329,alive,none,none,1,m,58,2001,1987.0,unavail,driver,0,12:122:1
40-54,69.1909999996424,alive,airbag,none,0,m,25,2001,1995.0,deploy,driver,1,45:137:1
40-54,47.502999999560394,alive,none,none,0,f,29,1998,1988.0,unavail,driver,0,43:231:1
25-39,666.029999993742,alive,none,belted,1,m,23,2002,1991.0,unavail,driver,0,73:160:1
10-24,69.48399999924,alive,none,belted,1,f,16,2001,1992.0,unavail,pass,0,2:50:1
25-39,101.794999999925,dead,none,none,0,m,23,2002,1985.0,unavail,pass,0,9:241:1
10-24,10.777999999932899,alive,airbag,belted,0,f,34,2001,1999.0,nodeploy,driver,0,74:121:2
25-39,144.900999998674,alive,airbag,belted,1,f,18,1999,1999.0,deploy,driver,1,41:37:1
10-24,175.079999998212,alive,airbag,belted,0,m,54,2000,1998.0,deploy,driver,1,13:158:2
10-24,1267.2219999879599,alive,none,belted,1,f,16,2000,1992.0,unavail,driver,0,73:169:1
10-24,18.3309999997728,alive,none,none,0,m,26,1999,1988.0,unavail,driver,0,74:43:2
10-24,1063.91599999368,alive,airbag,none,1,m,21,2002,2002.0,nodeploy,driver,0,8:108:1
40-54,89.9199999999255,dead,airbag,belted,0,f,21,1997,1995.0,nodeploy,driver,0,13:23:1
40-54,99.9719999991357,alive,none,none,0,m,34,1999,1988.0,unavail,driver,0,2:139:1
10-24,2126.13199999928,alive,none,belted,1,f,25,2000,1994.0,unavail,driver,0,73:155:2
10-24,891.478999994695,alive,airbag,belted,0,f,77,2001,1998.0,deploy,driver,1,48:189:1
25-39,254.414999999106,alive,airbag,belted,0,f,18,1999,1994.0,nodeploy,driver,0,48:190:1
40-54,11.7199999999721,dead,airbag,belted,0,m,57,2002,1997.0,nodeploy,driver,0,49:7:1
25-39,28.8549999999814,alive,airbag,belted,1,m,16,2001,1998.0,deploy,driver,1,73:163:1
25-39,1758.13899999857,alive,airbag,belted,1,m,48,2002,1992.0,deploy,driver,1,8:174:1
40-54,2328.1549999713898,alive,none,none,1,f,16,2002,1994.0,unavail,driver,0,48:124:1
10-24,299.911999996752,alive,airbag,belted,1,f,40,2002,2001.0,deploy,driver,1,48:186:2
25-39,1101.17999999225,alive,none,none,1,m,21,2001,1986.0,unavail,driver,0,8:130:2
10-24,138.114999998361,alive,airbag,belted,0,m,38,1997,1996.0,nodeploy,driver,0,9:25:2
40-54,3.01499999998487,alive,none,none,1,m,25,1998,1977.0,unavail,pass,0,79:89:1
10-24,2605.74599999189,alive,airbag,belted,1,m,19,2000,2000.0,nodeploy,pass,0,8:192:1
10-24,18.3309999997728,alive,none,none,0,m,25,1999,1991.0,unavail,pass,0,74:16:1
10-24,78.2989999996498,alive,airbag,belted,1,f,55,2001,1998.0,deploy,driver,1,9:134:1
40-54,0.0,alive,airbag,belted,1,m,26,1999,2000.0,deploy,driver,1,79:803:1
10-24,100.618999999948,alive,none,belted,0,f,65,2002,1991.0,unavail,pass,0,74:124:1
10-24,19.1329999999143,alive,airbag,belted,1,f,23,2001,1999.0,deploy,driver,1,41:138:1
10-24,330.00799999758596,alive,airbag,none,1,f,42,2001,1995.0,deploy,driver,1,8:32:1
55+,21.3049999999348,dead,airbag,none,1,m,33,2002,1994.0,deploy,driver,1,73:168:1
10-24,34.0529999998398,alive,none,belted,1,m,24,1997,1993.0,unavail,driver,0,12:127:2
10-24,46.8659999999218,alive,airbag,belted,0,m,33,1998,1994.0,nodeploy,driver,0,41:89:2
55+,408.724999997765,alive,airbag,none,1,m,22,1997,1994.0,deploy,driver,1,2:114:1
10-24,94.02199999988079,alive,airbag,belted,1,m,44,2002,2001.0,deploy,driver,1,50:54:1
25-39,57.462999999988796,alive,none,belted,0,m,26,1998,1988.0,unavail,driver,0,43:81:1
1-9km/h,283.297999996692,alive,airbag,belted,0,m,30,2001,1997.0,nodeploy,driver,0,43:136:2
25-39,51.7179999998771,alive,none,belted,1,f,19,2001,1990.0,unavail,driver,0,73:142:1
40-54,97.171999999322,alive,airbag,none,1,f,41,2002,1992.0,deploy,driver,1,45:156:1
10-24,603.627999998629,alive,airbag,belted,1,f,55,2000,2000.0,nodeploy,pass,0,5:60:2
10-24,1165.06599999964,alive,airbag,belted,1,m,21,2000,1994.0,deploy,driver,1,43:29:2
25-39,81.984999999404,alive,airbag,belted,1,m,23,2001,1997.0,deploy,driver,1,8:35:1
10-24,275.443999998271,alive,airbag,belted,0,f,26,1998,1996.0,nodeploy,driver,0,48:122:2
25-39,390.208999998868,alive,airbag,belted,1,m,34,2001,1996.0,nodeploy,driver,0,48:67:2
10-24,5886.2689999938,alive,airbag,belted,0,m,38,1998,1997.0,nodeploy,driver,0,73:3:1
40-54,5.727999999944591,alive,airbag,belted,0,f,72,1999,1996.0,deploy,driver,1,79:176:1
25-39,78.625,alive,airbag,belted,1,m,27,2001,2001.0,deploy,driver,1,81:114:2
10-24,21.2359999998007,alive,airbag,none,1,f,56,2001,1999.0,nodeploy,pass,0,12:49:1
25-39,178.418999999762,alive,airbag,belted,1,m,21,2002,1999.0,deploy,driver,1,78:50:2
25-39,17.4679999998771,alive,none,belted,1,m,19,2001,1985.0,unavail,pass,0,49:100:2
40-54,23.067999999970198,alive,none,none,1,m,48,2001,1989.0,unavail,driver,0,41:63:1
40-54,74.3449999997392,alive,none,belted,1,f,16,1999,1990.0,unavail,driver,0,75:135:1
25-39,3066.55499997735,alive,none,none,1,m,42,1999,1975.0,unavail,driver,0,73:28:1
25-39,996.953999996185,alive,none,none,0,m,17,2001,1966.0,unavail,driver,0,45:73:1
25-39,10.3659999999218,alive,none,none,0,m,31,2000,1987.0,unavail,driver,0,74:171:2
10-24,63.107999999541796,alive,airbag,belted,1,f,44,1999,1998.0,deploy,driver,1,11:176:2
10-24,25.088999999919896,alive,airbag,belted,1,m,68,1999,1998.0,deploy,driver,1,4:24:1
10-24,126.080999999307,alive,none,belted,0,m,44,1999,1985.0,unavail,driver,0,76:54:1
55+,42.3789999997243,alive,airbag,belted,1,m,35,2002,1999.0,deploy,driver,1,45:16:2
10-24,12.9779999998864,dead,none,none,1,m,46,1997,1980.0,unavail,driver,0,81:72:1
25-39,101.320999999531,alive,none,belted,1,m,24,1998,1988.0,unavail,pass,0,82:13:1
10-24,897.598999999464,alive,none,belted,0,m,17,1998,1990.0,unavail,driver,0,43:317:2
10-24,134.349999999627,alive,airbag,belted,1,m,33,2002,1999.0,deploy,driver,1,11:27:1
10-24,480.818999998271,alive,airbag,belted,1,f,30,1997,1996.0,deploy,driver,1,75:208:1
10-24,494.855999998748,alive,airbag,none,1,f,44,1998,1995.0,deploy,driver,1,5:10:2
10-24,109.51099999994,alive,airbag,belted,1,f,22,1998,1997.0,deploy,driver,1,72:34:2
10-24,367.84299999847997,alive,airbag,none,0,m,70,2000,1997.0,nodeploy,driver,0,49:131:1
55+,273.460999999195,alive,none,belted,1,f,37,1999,1987.0,unavail,driver,0,12:99:1
10-24,483.789999999106,alive,airbag,belted,1,f,20,1999,1995.0,deploy,driver,1,73:88:1
10-24,38.073999999556705,alive,none,none,1,m,64,1998,1988.0,unavail,driver,0,9:11:1
10-24,313.21799999847997,alive,none,none,1,f,78,2000,1984.0,unavail,driver,0,2:117:1
10-24,186.953999999911,alive,airbag,belted,0,f,35,1999,1999.0,deploy,driver,1,72:142:2
10-24,144.071999998763,alive,airbag,belted,0,f,47,2002,2001.0,nodeploy,driver,0,76:50:2
